1,0,2297,1331598051,0,Shadow Fiend,8,2,9,agi,Ranged,1,0,0,1,0,0,0,0,0
0,1,1660,1331601053,0,Anti-Mage,1,3,4,agi,Melee,1,0,0,1,0,0,0,0,2
0,0,2830,1331602941,0,Sand King,10,8,11,str,Melee,0,1,0,1,1,1,0,0,6
1,0,1992,1331606337,0,Mirana,5,4,7,agi,Ranged,1,0,0,1,1,0,0,1,2
1,1,3628,1331609079,0,Storm Spirit,14,5,13,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,1713,1331614629,0,Weaver,1,3,2,agi,Ranged,1,0,0,0,0,0,0,0,4
0,1,2427,1331616496,0,Earthshaker,0,8,4,str,Melee,0,0,0,1,1,1,0,1,2
0,0,669,1331619479,0,Mirana,0,1,0,agi,Ranged,1,0,0,1,1,0,0,1,2
1,0,2541,1331620607,0,Earthshaker,5,7,19,str,Melee,0,0,0,1,1,1,0,1,2
1,1,2815,1331623588,0,Earthshaker,9,6,22,str,Melee,0,0,0,1,1,1,0,1,2
1,1,2412,1331626738,0,Earthshaker,9,5,17,str,Melee,0,0,0,1,1,1,0,1,2
0,0,2115,1331673664,0,Mirana,1,4,8,agi,Ranged,1,0,0,1,1,0,0,1,2
0,1,2524,1331676117,0,Spectre,4,8,4,agi,Melee,1,0,0,0,0,0,1,0,0
0,0,2182,1331678933,0,Night Stalker,7,6,4,str,Melee,1,0,0,1,1,1,1,0,2
0,1,1123,1331701117,0,Earthshaker,2,2,2,str,Melee,0,0,0,1,1,1,0,1,2
0,0,3229,1331702503,0,Bane,9,7,7,int,Ranged,0,0,0,1,1,0,1,1,4
1,1,3556,1331779344,0,Omniknight,2,7,12,str,Melee,0,0,0,1,0,0,1,1,2
0,0,3753,1331785637,0,Invoker,7,8,17,int,Ranged,1,0,1,1,1,0,0,0,2
1,1,3406,1331790260,0,Spectre,12,6,14,agi,Melee,1,0,0,0,0,0,1,0,0
1,1,2866,1331794362,0,Shadow Fiend,13,5,11,agi,Ranged,1,0,0,1,0,0,0,0,0
1,1,2903,1331797569,0,Bounty Hunter,9,7,11,agi,Melee,0,0,0,1,0,0,0,0,2
0,0,1642,1331800889,0,Dragon Knight,1,7,2,str,Melee,1,0,1,1,1,1,1,0,2
1,1,2492,1331867188,0,Spectre,7,9,23,agi,Melee,1,0,0,0,0,0,1,0,0
1,1,2964,1331870105,0,Spectre,14,8,19,agi,Melee,1,0,0,0,0,0,1,0,0
0,0,1713,1331873746,0,Storm Spirit,8,5,4,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,2539,1331875779,0,Earthshaker,5,8,7,str,Melee,0,0,0,1,1,1,0,1,2
1,0,3676,1331878728,0,Outworld Devourer,10,6,11,int,Ranged,1,0,0,1,1,0,0,0,4
0,1,3324,1331882902,0,Earthshaker,5,9,14,str,Melee,0,0,0,1,1,1,0,1,2
1,1,3115,1331929959,0,Nature's Prophet,11,3,10,int,Ranged,1,1,1,1,0,0,0,0,2
0,0,3328,1331950926,0,Spectre,5,9,15,agi,Melee,1,0,0,0,0,0,1,0,0
0,0,2545,1331954668,0,Invoker,5,8,10,int,Ranged,1,0,1,1,1,0,0,0,2
0,0,1215,1331957611,0,Vengeful Spirit,0,5,1,agi,Ranged,0,0,0,1,1,1,0,1,2
1,1,2699,1331959089,0,Earthshaker,4,5,24,str,Melee,0,0,0,1,1,1,0,1,2
0,0,2970,1331965413,0,Bane,6,9,6,int,Ranged,0,0,0,1,1,0,1,1,4
1,1,2441,1332007097,0,Queen of Pain,12,3,18,int,Ranged,1,0,0,1,0,0,0,0,2
1,1,2997,1332009844,0,Doom,5,5,21,str,Melee,1,0,0,1,1,1,1,0,2
1,0,3673,1332017853,0,Axe,9,6,12,str,Melee,0,1,0,0,1,1,1,0,2
0,0,1749,1332031061,0,Mirana,6,5,5,agi,Ranged,1,0,0,1,1,0,0,1,2
1,0,2267,1332034898,0,Shadow Demon,2,5,16,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2809,1332040132,0,Spectre,4,3,8,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,3013,1332043783,0,Faceless Void,7,4,12,agi,Melee,1,0,0,0,1,1,1,0,2
0,1,2554,1332047245,0,Clockwerk,8,9,6,str,Melee,0,0,0,1,1,1,1,0,2
0,1,2587,1332050209,0,Bounty Hunter,3,8,4,agi,Melee,0,0,0,1,0,0,0,0,2
0,1,2726,1332115408,0,Morphling,6,7,13,agi,Ranged,1,0,0,1,1,0,1,0,0
1,0,3284,1332118455,0,Weaver,12,3,23,agi,Ranged,1,0,0,0,0,0,0,0,4
0,0,1653,1332122084,0,Shadow Demon,2,9,2,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2811,1332124337,0,Shadow Demon,7,10,16,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2898,1332131387,0,Earthshaker,5,10,16,str,Melee,0,0,0,1,1,1,0,1,2
1,1,2009,1332189050,0,Storm Spirit,7,0,17,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,2100,1332191962,0,Mirana,10,0,21,agi,Ranged,1,0,0,1,1,0,0,1,2
1,1,3135,1332194489,0,Enchantress,7,3,14,int,Ranged,0,1,1,0,1,0,1,1,4
0,0,2675,1332209414,0,Shadow Demon,1,7,9,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2176,1332297299,0,Shadow Demon,2,8,4,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,3951,1332300513,0,Lion,6,12,15,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2175,1332359732,0,Sand King,1,6,8,str,Melee,0,1,0,1,1,1,0,0,6
1,1,2307,1332362576,0,Shadow Fiend,6,3,6,agi,Ranged,1,0,0,1,0,0,0,0,0
0,1,1657,1332366637,0,Spirit Breaker,1,3,5,str,Melee,1,0,0,0,1,1,1,0,2
0,1,1078,1332388246,0,Shadow Demon,2,2,3,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2968,1332440481,0,Mirana,4,9,13,agi,Ranged,1,0,0,1,1,0,0,1,2
1,1,1223,1332443908,0,Beastmaster,3,4,6,str,Melee,0,0,0,1,1,1,1,0,2
1,1,3845,1332445504,0,Ursa,23,5,10,agi,Melee,1,1,0,0,1,0,1,0,2
0,1,2135,1332450162,0,Shadow Demon,4,6,4,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2765,1332452742,0,Riki,12,7,6,agi,Melee,1,0,0,0,1,0,0,0,2
1,0,2399,1332458850,0,Enchantress,16,3,5,int,Ranged,0,1,1,0,1,0,1,1,4
1,0,747,1332461696,0,Invoker,2,2,0,int,Ranged,1,0,1,1,1,0,0,0,2
1,1,1606,1332462725,0,Ursa,7,0,4,agi,Melee,1,1,0,0,1,0,1,0,2
0,0,2697,1332476387,0,Shadow Demon,9,9,8,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,3199,1332479491,0,Shadow Demon,7,6,18,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2531,1332558164,0,Invoker,11,2,19,int,Ranged,1,0,1,1,1,0,0,0,2
0,0,2485,1332561214,0,Shadow Demon,6,11,12,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,3143,1332563941,0,Outworld Devourer,11,4,4,int,Ranged,1,0,0,1,1,0,0,0,4
1,0,2333,1332619398,0,Queen of Pain,17,4,11,int,Ranged,1,0,0,1,0,0,0,0,2
0,1,3093,1332622178,0,Shadow Demon,10,9,12,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,3044,1332625780,0,Spectre,9,6,12,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,2937,1332640672,0,Outworld Devourer,15,4,10,int,Ranged,1,0,0,1,1,0,0,0,4
0,1,3395,1332649117,0,Storm Spirit,6,6,7,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,3519,1332652934,0,Shadow Demon,9,7,19,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2824,1332657559,0,Shadow Demon,8,5,13,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,3632,1332700802,0,Shadow Demon,18,7,21,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,2892,1332704726,0,Enigma,3,6,15,int,Ranged,0,1,1,0,1,1,0,0,0
0,1,3938,1332721745,0,Shadow Demon,5,8,14,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2420,1332728232,0,Ursa,11,5,20,agi,Melee,1,1,0,0,1,0,1,0,2
0,0,2247,1332733343,0,Shadow Demon,2,7,6,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,1940,1332735953,0,Nature's Prophet,2,6,9,int,Ranged,1,1,1,1,0,0,0,0,2
1,1,2472,1332738845,0,Shadow Demon,2,6,11,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2568,1332791654,0,Shadow Demon,6,10,10,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,1843,1332794625,0,Dragon Knight,3,2,6,str,Melee,1,0,1,1,1,1,1,0,2
1,1,3608,1332883911,0,Spectre,18,4,21,agi,Melee,1,0,0,0,0,0,1,0,0
0,0,5122,1332897325,0,Shadow Demon,3,9,27,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,941,1333055199,0,Shadow Demon,3,2,0,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2218,1333056518,0,Witch Doctor,0,7,16,int,Ranged,0,0,0,1,1,0,0,1,2
0,0,1058,1333216463,0,Shadow Demon,5,3,0,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,3121,1333217745,0,Anti-Mage,16,3,5,agi,Melee,1,0,0,1,0,0,0,0,2
0,1,1313,1333293438,0,Bane,2,6,1,int,Ranged,0,0,0,1,1,0,1,1,4
1,0,3388,1333295600,0,Vengeful Spirit,0,12,18,agi,Ranged,0,0,0,1,1,1,0,1,2
1,0,2728,1333327344,0,Shadow Demon,13,6,18,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,3389,1333396992,0,Spectre,16,4,16,agi,Melee,1,0,0,0,0,0,1,0,0
0,1,2475,1333400923,0,Shadow Demon,6,8,8,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2605,1333403601,0,Lifestealer,6,6,6,str,Melee,1,1,0,0,1,0,1,0,2
0,1,2198,1333417742,0,Shadow Demon,5,8,6,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,2037,1333491875,0,Mirana,8,2,7,agi,Ranged,1,0,0,1,1,0,0,1,2
1,1,2555,1333500536,0,Outworld Devourer,9,4,7,int,Ranged,1,0,0,1,1,0,0,0,4
0,1,2216,1333688119,0,Storm Spirit,0,6,10,int,Ranged,1,0,0,1,1,1,0,0,2
0,1,851,1333690590,0,Spectre,1,1,2,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,2620,1333741735,0,Clockwerk,8,4,8,str,Melee,0,0,0,1,1,1,1,0,2
0,1,2198,1333744659,0,Lone Druid,1,6,4,agi,Ranged,1,1,1,0,0,0,1,0,2
0,1,2700,1333757146,0,Clockwerk,11,9,13,str,Melee,0,0,0,1,1,1,1,0,2
1,1,2252,1333771695,0,Earthshaker,2,6,28,str,Melee,0,0,0,1,1,1,0,1,2
0,1,1936,1333774247,0,Nature's Prophet,5,3,6,int,Ranged,1,1,1,1,0,0,0,0,2
0,0,2998,1333833020,0,Broodmother,6,8,6,agi,Melee,1,0,1,1,0,0,0,0,8
1,0,2358,1333836787,0,Shadow Fiend,4,2,3,agi,Ranged,1,0,0,1,0,0,0,0,0
1,1,2415,1333842396,0,Clockwerk,15,5,20,str,Melee,0,0,0,1,1,1,1,0,2
1,0,3206,1333848220,0,Tinker,14,7,11,int,Ranged,1,0,1,1,0,0,0,0,2
1,1,4300,1333854783,0,Clockwerk,11,12,22,str,Melee,0,0,0,1,1,1,1,0,2
1,0,1820,1333903204,0,Pudge,11,4,10,str,Melee,0,0,0,1,1,1,1,0,2
1,0,2008,1333906620,0,Storm Spirit,13,3,29,int,Ranged,1,0,0,1,1,1,0,0,2
1,1,3361,1333931742,0,Dark Seer,4,4,12,int,Melee,0,1,0,0,1,1,0,0,2
1,0,1966,1333935439,0,Shadow Demon,8,4,14,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2667,1333940809,0,Spectre,5,6,18,agi,Melee,1,0,0,0,0,0,1,0,0
0,0,3203,1333943812,0,Tidehunter,10,8,19,str,Melee,0,0,0,1,1,1,1,0,2
0,0,2764,1333996244,0,Night Stalker,7,4,9,str,Melee,1,0,0,1,1,1,1,0,2
1,0,2126,1333999291,0,Spectre,15,5,11,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,2212,1334019755,0,Shadow Demon,9,5,10,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,2458,1334022355,0,Clockwerk,10,7,10,str,Melee,0,0,0,1,1,1,1,0,2
0,1,2361,1334089641,0,Shadow Demon,13,10,7,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,1998,1334092518,0,Morphling,8,5,10,agi,Ranged,1,0,0,1,1,0,1,0,0
1,0,1290,1334192104,0,Spectre,11,3,16,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,1286,1334193796,0,Shadow Demon,0,2,3,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,1954,1334270673,0,Shadow Demon,5,9,5,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,3015,1334274483,0,Lion,7,13,15,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,2809,1334358675,0,Clockwerk,14,9,4,str,Melee,0,0,0,1,1,1,1,0,2
1,1,3353,1334361758,0,Clockwerk,9,5,16,str,Melee,0,0,0,1,1,1,1,0,2
0,0,2659,1334365517,0,Shadow Demon,18,8,6,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2537,1334374179,0,Clockwerk,2,6,10,str,Melee,0,0,0,1,1,1,1,0,2
1,0,3384,1334377072,0,Mirana,6,3,13,agi,Ranged,1,0,0,1,1,0,0,1,2
1,0,2566,1334420582,0,Storm Spirit,6,3,21,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,1906,1334424212,0,Clockwerk,17,5,13,str,Melee,0,0,0,1,1,1,1,0,2
0,1,1447,1334427104,0,Shadow Demon,2,8,2,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2229,1334429165,0,Spectre,21,6,21,agi,Melee,1,0,0,0,0,0,1,0,0
1,1,2382,1334465435,0,Clockwerk,8,7,9,str,Melee,0,0,0,1,1,1,1,0,2
1,0,2579,1334502407,0,Clockwerk,3,7,9,str,Melee,0,0,0,1,1,1,1,0,2
0,1,2009,1334505374,0,Clockwerk,4,7,4,str,Melee,0,0,0,1,1,1,1,0,2
1,1,2367,1334507909,0,Storm Spirit,9,1,21,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,2757,1334510812,0,Clockwerk,7,7,15,str,Melee,0,0,0,1,1,1,1,0,2
0,0,2661,1334517343,0,Puck,5,9,7,int,Ranged,0,0,0,1,1,1,0,0,2
1,0,1224,1334521200,0,Shadow Demon,3,1,7,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,1671,1334523155,0,Anti-Mage,4,9,1,agi,Melee,1,0,0,1,0,0,0,0,2
1,1,3113,1334623835,0,Earthshaker,3,15,23,str,Melee,0,0,0,1,1,1,0,1,2
0,0,3274,1334631216,0,Shadow Demon,2,6,14,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,3107,1334634865,0,Clockwerk,6,8,19,str,Melee,0,0,0,1,1,1,1,0,2
1,1,2775,1334703579,0,Clockwerk,7,8,14,str,Melee,0,0,0,1,1,1,1,0,2
0,1,3492,1334707249,0,Storm Spirit,6,8,13,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,2398,1334713946,0,Lone Druid,2,10,3,agi,Ranged,1,1,1,0,0,0,1,0,2
0,1,3067,1334718215,0,Lone Druid,5,9,4,agi,Ranged,1,1,1,0,0,0,1,0,2
0,0,3404,1334721728,0,Lone Druid,11,5,12,agi,Ranged,1,1,1,0,0,0,1,0,2
1,1,3101,1334725706,0,Lone Druid,3,5,12,agi,Ranged,1,1,1,0,0,0,1,0,2
0,0,2054,1334729170,0,Lone Druid,2,5,5,agi,Ranged,1,1,1,0,0,0,1,0,2
1,0,2402,1334780172,0,Lone Druid,9,4,20,agi,Ranged,1,1,1,0,0,0,1,0,2
0,0,1211,1334783818,0,Lone Druid,2,1,2,agi,Ranged,1,1,1,0,0,0,1,0,2
1,0,2238,1334787338,0,Lone Druid,2,4,7,agi,Ranged,1,1,1,0,0,0,1,0,2
0,0,3017,1334797707,0,Lone Druid,5,11,4,agi,Ranged,1,1,1,0,0,0,1,0,2
0,1,2779,1334801745,0,Bloodseeker,11,10,11,agi,Melee,1,1,0,1,1,1,0,0,2
0,0,3789,1334809966,0,Clockwerk,5,8,16,str,Melee,0,0,0,1,1,1,1,0,2
0,0,2888,1334885359,0,Brewmaster,2,5,8,str,Melee,1,0,0,1,1,1,1,0,2
1,0,2353,1334889618,0,Brewmaster,9,4,10,str,Melee,1,0,0,1,1,1,1,0,2
0,1,1863,1334895896,0,Shadow Demon,5,6,10,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2746,1334898537,0,Clockwerk,1,10,3,str,Melee,0,0,0,1,1,1,1,0,2
1,0,2854,1334982375,0,Shadow Demon,9,5,13,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2432,1335031693,0,Brewmaster,5,6,13,str,Melee,1,0,0,1,1,1,1,0,2
0,0,2569,1335038259,0,Shadow Demon,8,7,9,int,Ranged,0,0,0,1,1,1,0,1,2
0,0,2964,1335041867,0,Brewmaster,5,4,17,str,Melee,1,0,0,1,1,1,1,0,2
0,0,3376,1335045359,0,Lone Druid,3,7,12,agi,Ranged,1,1,1,0,0,0,1,0,2
0,0,2611,1335051132,0,Storm Spirit,7,7,13,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,3035,1335054395,0,Pudge,7,7,7,str,Melee,0,0,0,1,1,1,1,0,2
1,1,2492,1335057834,0,Storm Spirit,6,5,19,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,2691,1335063191,0,Storm Spirit,13,4,21,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,3446,1335066878,0,Storm Spirit,18,7,23,int,Ranged,1,0,0,1,1,1,0,0,2
0,1,2823,1335070696,0,Storm Spirit,6,9,24,int,Ranged,1,0,0,1,1,1,0,0,2
1,1,1459,1335111261,0,Storm Spirit,8,0,2,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,2975,1335113220,0,Brewmaster,13,7,5,str,Melee,1,0,0,1,1,1,1,0,2
0,0,2338,1335117127,0,Lone Druid,5,9,5,agi,Ranged,1,1,1,0,0,0,1,0,2
1,1,1805,1335135387,0,Shadow Demon,9,4,13,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,4165,1335141818,0,Storm Spirit,11,8,31,int,Ranged,1,0,0,1,1,1,0,0,2
1,1,2696,1335213705,0,Nature's Prophet,3,5,20,int,Ranged,1,1,1,1,0,0,0,0,2
0,1,3036,1335216945,0,Shadow Demon,8,5,22,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,3414,1335222635,0,Riki,14,9,10,agi,Melee,1,0,0,0,1,0,0,0,2
0,0,1639,1335226892,0,Clockwerk,0,7,0,str,Melee,0,0,0,1,1,1,1,0,2
0,1,2840,1335229124,0,Brewmaster,6,8,11,str,Melee,1,0,0,1,1,1,1,0,2
1,0,2995,1335232494,0,Storm Spirit,12,5,17,int,Ranged,1,0,0,1,1,1,0,0,2
0,1,2690,1335313159,0,Brewmaster,3,5,10,str,Melee,1,0,0,1,1,1,1,0,2
0,0,653,1335316863,0,Sand King,0,3,0,str,Melee,0,1,0,1,1,1,0,0,6
0,1,1503,1335329481,0,Nature's Prophet,0,5,2,int,Ranged,1,1,1,1,0,0,0,0,2
1,0,1938,1335329997,0,Shadow Demon,5,3,21,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2071,1335412224,0,Nature's Prophet,4,11,6,int,Ranged,1,1,1,1,0,0,0,0,2
0,0,2402,1335414919,0,Queen of Pain,12,9,4,int,Ranged,1,0,0,1,0,0,0,0,2
1,0,906,1335417779,0,Riki,3,0,4,agi,Melee,1,0,0,0,1,0,0,0,2
1,0,1904,1335480235,0,Weaver,10,5,15,agi,Ranged,1,0,0,0,0,0,0,0,4
0,0,4184,1335486548,0,Storm Spirit,20,9,25,int,Ranged,1,0,0,1,1,1,0,0,2
1,0,2923,1335491863,0,Storm Spirit,8,6,18,int,Ranged,1,0,0,1,1,1,0,0,2
0,1,2970,1335495325,0,Shadow Demon,3,13,8,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,2227,1335498634,0,Nature's Prophet,6,5,11,int,Ranged,1,1,1,1,0,0,0,0,2
1,0,2124,1335504746,0,Outworld Devourer,7,5,5,int,Ranged,1,0,0,1,1,0,0,0,4
0,0,3641,1335507326,0,Lion,2,14,11,int,Ranged,0,0,0,1,1,1,0,1,2
1,0,2837,1335571489,0,Clockwerk,8,4,18,str,Melee,0,0,0,1,1,1,1,0,2
1,1,2606,1335575370,0,Lion,6,5,13,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2276,1335579218,0,Nature's Prophet,3,5,11,int,Ranged,1,1,1,1,0,0,0,0,2
0,0,1493,1335582873,0,Anti-Mage,0,3,0,agi,Melee,1,0,0,1,0,0,0,0,2
0,1,3153,1335590790,0,Pudge,5,9,8,str,Melee,0,0,0,1,1,1,1,0,2
1,1,3330,1335594388,0,Pudge,11,6,10,str,Melee,0,0,0,1,1,1,1,0,2
0,0,2478,1335634059,0,Storm Spirit,11,5,4,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,2962,1335640698,0,Enchantress,9,8,6,int,Ranged,0,1,1,0,1,0,1,1,4
1,1,3256,1335647327,0,Shadow Fiend,7,8,9,agi,Ranged,1,0,0,1,0,0,0,0,0
1,1,3906,1335651430,0,Morphling,14,6,19,agi,Ranged,1,0,0,1,1,0,1,0,0
0,0,1788,1335668508,0,Enigma,1,3,4,int,Ranged,0,1,1,0,1,1,0,0,0
0,0,1851,1335670634,0,Nature's Prophet,3,7,3,int,Ranged,1,1,1,1,0,0,0,0,2
0,0,1968,1335672724,0,Shadow Demon,3,7,2,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2908,1335675150,0,Lone Druid,3,6,6,agi,Ranged,1,1,1,0,0,0,1,0,2
1,1,2309,1335678922,0,Bloodseeker,13,3,5,agi,Melee,1,1,0,1,1,1,0,0,2
1,1,2244,1335682141,0,Storm Spirit,4,3,8,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,2403,1335684957,0,Shadow Demon,8,10,12,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2072,1335722250,0,Tidehunter,3,1,29,str,Melee,0,0,0,1,1,1,1,0,2
0,1,1986,1335724553,0,Queen of Pain,1,7,6,int,Ranged,1,0,0,1,0,0,0,0,2
1,1,2878,1335746969,0,Brewmaster,12,2,17,str,Melee,1,0,0,1,1,1,1,0,2
0,1,3315,1335750487,0,Shadow Demon,12,11,17,int,Ranged,0,0,0,1,1,1,0,1,2
0,1,2539,1335754523,0,Mirana,8,6,15,agi,Ranged,1,0,0,1,1,0,0,1,2
1,0,2274,1335764797,0,Juggernaut,9,4,6,agi,Melee,1,0,1,0,0,0,0,0,2
0,1,1973,1335845136,0,Brewmaster,6,4,5,str,Melee,1,0,0,1,1,1,1,0,2
0,0,3486,1335847547,0,Vengeful Spirit,1,13,12,agi,Ranged,0,0,0,1,1,1,0,1,2
1,1,2577,1335904303,0,Brewmaster,17,3,14,str,Melee,1,0,0,1,1,1,1,0,2
1,1,2940,1335912028,0,Brewmaster,7,2,13,str,Melee,1,0,0,1,1,1,1,0,2
1,0,2700,1335923707,0,Storm Spirit,9,4,12,int,Ranged,1,0,0,1,1,1,0,0,2
0,0,2570,1335929514,0,Morphling,11,4,6,agi,Ranged,1,0,0,1,1,0,1,0,0
0,1,2457,1335934043,0,Morphling,5,5,5,agi,Ranged,1,0,0,1,1,0,1,0,0
0,1,3587,1335936917,0,Morphling,9,8,8,agi,Ranged,1,0,0,1,1,0,1,0,0
0,1,1740,1335992988,0,Morphling,6,3,8,agi,Ranged,1,0,0,1,1,0,1,0,0
0,0,2989,1335995248,0,Lion,7,8,22,int,Ranged,0,0,0,1,1,1,0,1,2
